NondrugItemID|ItemName|ProductID|
5917|Compounding Base|57883|
5918|Compounding Base|32306|
5919|Compounding Base|49126|
5920|Compounding Base|32587|
5921|Stirring Stick|32587|
5922|Filling Tool|32587|
5923|Compounding Base|36115|
5924|Stirring Stick|36115|
5925|Filling Tool|36115|
5926|Compounding Base|39897|
5927|Stirring Stick|39897|
5928|Filling Tool|39897|
5929|Compounding Base|40739|
5930|Stirring Stick|40739|
5931|Filling Tool|40739|
5932|Compounding Base|32305|
5933|Stirring Stick|32305|
5934|Filling Tool|32305|
5935|Compounding Base|3236|
5936|Stirring Stick|3236|
5937|Compounding Base|24464|
5938|Stirring Stick|24464|
5939|Measuring Cup|65289|
5944|32 gauge, 0.15625 inch Pen Needle|65352|
5945|Topical Cream|65409|
5946|Ear Syringe|65414|
5947|Compounding Base|65419|
5948|Stirring Stick|65419|
5949|Mixing Jar|65419|
5950|Capsule Aerosolizer/Inhaler Unit|65434|
5952|Lancet|65471|
5953|Topical Cream|65509|
5954|Lice Killing Spray, Non-human application|65622|
5955|Nit Comb|65622|
5956|Topical Gel|65662|
5957|Topical Emollient Cream|65663|
5958|Topical Gel|65663|
5960|Alcohol Pad or Swab|65707|
5961|Vaginal Applicator|65754|
5962|Ear Syringe|65764|
5963|Vaginal Applicator|65775|
5964|Vaginal Applicator|65820|
5965|Compounding Base|65830|
5968|Skin Cleanser|65902|
5969|Topical Suspension|65940|
5970|Skin Cleanser|65944|
5971|Topical Cream|65945|
5972|Topical Suspension|65946|
5973|Topical Solution|65947|
5974|L-histidine Diluent|66060|
5975|Neti Pot|66061|
5976|Vial adapter|66060|
5977|Syringe Plunger Rod|66060|
5978|L-histidine Diluent|66068|
5979|Vial adapter|66068|
5980|Syringe Plunger Rod|66068|
5981|L-histidine Diluent|66071|
5982|Vial adapter|66071|
5983|Syringe Plunger Rod|66071|
5984|L-histidine Diluent|66072|
5985|Vial adapter|66072|
5986|Syringe Plunger Rod|66072|
5988|Dehydrated Alcohol, for Injection|66160|
5989|Topical Gel|66198|
5991|Topical Powder|66247|
5992|Disposal Pouch|66303|
5993|Disposal Pouch|66306|
5994|Sterile Water for Injection|66382|
5997|Vaginal Applicator|66441|
5998|Vaginal Applicator|66442|
5999|32 gauge, 0.15625 inch Pen Needle|66458|
6000|32 gauge, 0.15625 inch Pen Needle|66460|
6001|Blister Aerosolizer/Inhalation Unit|66488|
6002|Blister Aerosolizer/Inhalation Unit|66492|
6003|Eye Wash Cup|66501|
6004|Alcohol Pad or Swab|66531|
6008|Compounding Capsule|66609|
6009|Topical Lotion|66619|
6010|Dental Blunt-tip Applicator|66679|
6011|0.3ML 30 gauge, 0.5 inch syringe with needle|66695|
6012|0.3ML 31 gauge, 0.3125 inch syringe with needle|66696|
6013|0.5ML 30 gauge, 0.5 inch syringe with needle|66697|
6014|0.5ML 31 gauge, 0.3125 inch syringe with needle|66698|
6015|1ML 30 gauge, 0.5 inch syringe with needle|66699|
6016|1ML 31 gauge, 0.3125 inch syringe with needle|66700|
6017|Compounding Base|66694|
6018|Glucose Meter|66703|
6019|Glucose Meter Test Strips|66704|
6025|32 gauge, 0.15625 inch Pen Needle|66720|
6026|31 gauge, 0.25 inch pen needle|66722|
6027|31 gauge, 0.3125 inch pen needle|66723|
6028|Compounding Base|66724|
6029|Compounding Base|66725|
6030|Nasal strip, mechanical|66739|
6031|Nasal strip, mechanical|66740|
6032|Nasal strip, mechanical|66741|
6033|Nasal strip, mechanical|66743|
6034|Nasal strip, mechanical|66744|
6035|Nasal strip, mechanical|66745|
6036|Syringe Plunger Rod|66779|
6037|Syringe Plunger Rod|66781|
6038|Syringe Plunger Rod|66783|
6039|32 gauge, 0.15625 inch Pen Needle|66788|
6040|Compounding Capsule|66811|
6041|Pump|66954|
6042|Pump|66956|
6043|Callus Pad|66246|
6044|Heat Wrap|67032|
6045|Heat Wrap Pad|67034|
6050|Heat Wrap Reusable|67034|
6053|Heat Wrap Pad|67064|
6054|Heat Wrap Reusable|67064|
6055|Heat Wrap|67067|
6056|Heat Wrap Pad|67073|
6057|Heat Wrap Reusable|67073|
6058|Insulin Infusion Pump|67074|
6059|Heat Wrap Pad|67077|
6060|Heat Wrap Reusable|67077|
6061|Heat Patch|67135|
6062|Heat Patch|67147|
6063|Heat Patch|67159|
6064|Heat Patch|67160|
6065|Heat Patch|67166|
6066|Heat Wrap Pad|67186|
6067|Heat Wrap Reusable|67186|
6068|Heat Patch|67211|
6070|Urinalysis Test Strips, Multiple|67225|
6071|Bottle Nipple|67162|
6072|Feeding Bottle Ring|67162|
6073|Compounding Base|67353|
6074|Compounding Base|67355|
6075|Measuring Scoop|67379|
6077|Nit Comb|67386|
6084|Compounding Syrup|67467|
6085|32 gauge, 0.15625 inch Pen Needle|67474|
6086|Blood Pressure Monitor|67475|
6087|Pressure Cuff|67475|
6088|Blood Pressure Monitor|67478|
6089|Pressure Cuff|67478|
6090|Sterile Water for Injection|67489|
6093|Medication Dispensing Device |67583|
6094|Medication Dispensing Device |67585|
6095|Compounding Base|67592|
6096|Compounding Base|67594|
6097|Compounding Base|67596|
6098|Compounding Base|67597|
6099|Compounding Base|67610|
6100|Compounding Base|67611|
6101|Compounding Base|67612|
6102|Compounding Base|67619|
6103|IV Administration Set (unspecified)|67623|
6104|Alcohol Pad or Swab|67623|
6105|Bandage (unspecified)|67623|
6106|Gauze Pad|67623|
6107|Sterile Water for Injection|67623|
6108|Vial adapter|67623|
6109|IV Administration Set (unspecified)|67624|
6110|Alcohol Pad or Swab|67624|
6111|Bandage (unspecified)|67624|
6112|Gauze Pad|67624|
6113|Sterile Water for Injection|67624|
6114|IV Administration Set (unspecified)|67625|
6115|Alcohol Pad or Swab|67625|
6116|Bandage (unspecified)|67625|
6117|Gauze Pad|67625|
6118|Sterile Water for Injection|67625|
6119|IV Administration Set (unspecified)|67626|
6120|Alcohol Pad or Swab|67626|
6121|Bandage (unspecified)|67626|
6122|Gauze Pad|67626|
6123|Sterile Water for Injection|67626|
6124|IV Administration Set (unspecified)|67627|
6125|Alcohol Pad or Swab|67627|
6126|Bandage (unspecified)|67627|
6127|Gauze Pad|67627|
6128|Sterile Water for Injection|67627|
6129|Vial adapter|67624|
6130|Vial adapter|67625|
6131|Vial adapter|67626|
6132|Vial adapter|67627|
6133|Compounding Base|67639|
6134|Compounding Base|67640|
6135|Compounding Base|67641|
6136|Compounding Base|67643|
6137|Compounding Base|67678|
6138|Compounding Base|67683|
6139|Compounding Base|67684|
6140|Compounding Base|67687|
6141|Compounding Base|67688|
6142|Compounding Base|67708|
6143|Compounding Base|67712|
6144|Bottle Adapter, Press-In 24mm|67717|
6145|Serum Bottle Graduated, Clear 250mL|67718|
6146|Compounding Base|67723|
6147|Compounding Base|67725|
6148|Skin Cleanser|67736|
6149|Moisturizer|67736|
6150|Compounding Base|67739|
6151|Topical Lotion|67786|
6152|Topical Lotion|67845|
6154|Compounding Base|67954|
6155|Compounding Base|67956|
6156|Compounding Base|67958|
6158|Compounding Base|68010|
6159|Compounding Base|68020|
6160|Compounding Capsule|68080|
6161|Compounding Capsule|68082|
6162|Compounding Capsule|68083|
6163|Compounding Capsule|68084|
6164|Compounding Capsule|68085|
6165|Compounding Capsule|68087|
6166|Compounding Base|68100|
6167|Compounding Capsule|68111|
6168|Compounding Capsule|68117|
6169|Compounding Base|68126|
6170|Compounding Base|68128|
6171|Compounding Base|68156|
6172|Compounding Base|68160|
6173|Compounding Base|68168|
6174|32 gauge, 0.15625 inch Pen Needle|68173|
6175|Lancet|68177|
6176|Compounding Base|68239|
6177|Compounding Base|68276|
6178|Compounding Base|68278|
6179|Compounding Base|68280|
6180|Compounding Base|68281|
6181|Compounding Base|68282|
6182|1ML 25 gauge, 1 inch syringe with needle|68297|
6183|1ML 25 gauge, 0.625 inch syringe with needle|68298|
6184|1ML 25 gauge, 1 inch syringe with needle|68299|
6185|1ML 25 gauge, 0.625 inch syringe with needle|68300|
6186|1ML 29 gauge, 0.5 inch syringe with needle|68301|
6187|0.5ML 29 gauge, 0.5 inch syringe with needle|68302|
6188|1ML 30 gauge, 0.5 inch syringe with needle|68303|
6189|0.5ML 30 gauge, 0.3125 inch syringe with needle|68304|
6191|3ML 20 gauge, 1 inch syringe with needle|68306|
6192|3ML 21 gauge, 1 inch syringe with needle|68307|
6193|3ML 22 gauge, 1 inch syringe with needle|68308|
6194|3ML 22 gauge, 1.5 inch syringe with needle|68309|
6195|3ML 23 gauge, 1 inch syringe with needle|68310|
6196|3ML 25 gauge, 1 inch syringe with needle|68314|
6197|3ML 25 gauge, 0.625 inch syringe with needle|68315|
6198|1ML 26 gauge, 0.375 inch syringe with needle|68316|
6199|1ML 27 gauge, 0.5 inch syringe with needle|68318|
6200|1ML 25 gauge, 1 inch syringe with needle|68319|
6201|1ML 25 gauge, 1 inch syringe with needle|68325|
6202|1ML 25 gauge, 0.625 inch syringe with needle|68328|
6203|1ML 25 gauge, 1 inch syringe with needle|68329|
6204|1ML 25 gauge, 0.625 inch syringe with needle|68331|
6205|1ML 29 gauge, 0.5 inch syringe with needle|68333|
6206|0.5ML 29 gauge, 0.5 inch syringe with needle|68335|
6207|1ML 30 gauge, 0.5 inch syringe with needle|68336|
6208|0.5ML 30 gauge, 0.3125 inch syringe with needle|68337|
6209|3ML 20 gauge, 1 inch syringe with needle|68338|
6210|3ML 21 gauge, 1 inch syringe with needle|68339|
6211|3ML 22 gauge, 1 inch syringe with needle|68340|
6212|3ML 22 gauge, 1.5 inch syringe with needle|68341|
6213|3ML 23 gauge, 1 inch syringe with needle|68342|
6214|3ML 25 gauge, 1 inch syringe with needle|68343|
6215|3ML 25 gauge, 0.625 inch syringe with needle|68344|
6216|Disposal Pouch|68346|
6217|Sealed Container|68346|
6218|Disposal Pouch|68348|
6219|Sealed Container|68348|
6220|Glucose Meter|68356|
6221|Lancet Device|68356|
6222|Lancet|68356|
6223|Compounding Base|68359|
6224|Cleansing Wipes|68194|
6225|Skin Cleanser|68364|
6226|Applicator brush|68367|
6227|Compounding Flavor |68370|
6231|Compounding Base|68476|
6232|Sterile Water for Injection|68477|
6233|Compounding Base|68479|
6234|Double-Ended Needle|68486|
6235|Filter needle|68486|
6236|IV Administration Set (unspecified)|68486|
6237|Sterile Water for Injection|68486|
6238|Sterile Labels|68485|
6239|Compounding Base|68495|
6240|Compounding Base|68499|
6241|Compounding Base|68500|
6242|Compounding Base|68506|
6243|29 gauge, 0.5 inch Pen Needle|68513|
6244|Vial adapter|68517|
6245|Sterile Water for Injection|68517|
6246|Needle (unspecified size)|68517|
6247|Sterile Water for Injection|68518|
6248|Vial adapter|68518|
6249|Needle (unspecified size)|68518|
6250|Compounding Base|68554|
6251|Compounding Base|68555|
6252|Compounding Flavor |68559|
6254|Compounding Base|68566|
6255|Compounding Flavor |68569|
6256|Compounding Base|68574|
6257|Compounding Base|68576|
6258|Compounding Base|68579|
6259|Compounding Base|68582|
6260|Compounding Base|68585|
6261|Compounding Base|68587|
6264|Compounding Syrup|68607|
6265|Compounding Base|68608|
6268|Compounding Syrup|68630|
6269|Compounding Syrup|68631|
6270|Compounding Syrup|68632|
6271|Compounding Base|68642|
6272|Compounding Base|68644|
6273|Compounding Base|68685|
6274|Compounding Base|68696|
6275|Compounding Base|68698|
6276|Compounding Base|68704|
6277|Compounding Base|68707|
6279|Compounding Base|68708|
6280|Compounding Base|68709|
6281|Diluent|68734|
6282|Oral Spoon, calibrated|18632|
6283|Oral Spoon, calibrated|32388|
6284|Oral Spoon, calibrated|55611|
6285|Oral Spoon, calibrated|18640|
6286|Oral Spoon, calibrated|32387|
6287|Oral Spoon, calibrated|55610|
6290|Blood Pressure Monitor|68841|
6291|Pressure Cuff|68841|
6292|Compounding Base|68843|
6293|Compounding Base|68844|
6294|Cleansing Wipes|68851|
6295|Applicator Cone, detachable|68851|
6296|Cleansing Wipes|68852|
6297|Applicator Cone, detachable|68852|
6298|Applicator Cone, detachable|68853|
6299|Applicator Cone, detachable|68854|
6300|Applicator Cone, detachable|68856|
6301|Alcohol Pad or Swab|68910|
6302|Povidone-iodine swabs|68920|
6303|Povidone-iodine swabs|68933|
6304|Povidone-iodine swabs|33054|
6305|Povidone-iodine swabs|33056|
6306|Alcohol Pad or Swab|68937|
6307|Compounding Base|68938|
6308|Povidone-iodine swabs|68942|
6309|Swab|68943|
6310|Sterile Water for Injection|68955|
6311|Transfer Spike|68955|
6312|Topical Applicator, Disposable|68963|
6313|Cleansing Wipes|68965|
6314|Cleansing Wipes|68966|
6315|Cleansing Wipes|68967|
6316|Swab|68968|
6317|Oral Liquid Dressing|68981|
6318|Glucose Meter Test Strips|69011|
6324|Cleansing Wipes|41325|
6329|Lancet|69183|
6330|Lancet|69186|
6331|Lancet|69187|
6332|Lancet|69188|
6333|Lancet|69189|
6334|Lancet|69190|
6335|29 gauge, 0.5 inch Pen Needle|69202|
6336|31 gauge, 0.3125 inch pen needle|69203|
6337|31 gauge, 0.1875 inch pen needle|69204|
6338|31 gauge, 0.25 inch pen needle|69205|
6341|0.5ML 28 gauge, 0.5 inch syringe with needle|69282|
6342|1ML 28 gauge, 0.5 inch syringe with needle|69285|
6346|0.3ML 29 gauge, 0.5 inch syringe with needle|69289|
6348|0.5ML 29 gauge, 0.5 inch syringe with needle|69291|
6349|1ML 31 gauge, 0.3125 inch syringe with needle|69292|
6350|1ML 29 gauge, 0.5 inch syringe with needle|69293|
6352|1ML 30 gauge, 0.3125 inch syringe with needle |69294|
6353|0.3ML 30 gauge, 0.3125 inch syringe with needle |69295|
6354|0.5ML 30 gauge, 0.3125 inch syringe with needle|69297|
6356|1ML 30 gauge, 0.5 inch syringe with needle|69298|
6357|0.5ML 31 gauge, 0.3125 inch syringe with needle|69300|
6359|0.3ML 31 gauge, 0.3125 inch syringe with needle|69301|
6360|0.5ML 30 gauge, 0.5 inch syringe with needle|69302|
6361|0.3ML 30 gauge, 0.5 inch syringe with needle|69303|
6362|Compounding Base|69311|
6363|Topical Applicator, Disposable|69312|
6364|Alcohol Pad or Swab|69329|
6365|Compounding Capsule|69353|
6366|Topical Cream|69369|
6369|29 gauge, 0.5 inch Pen Needle|69417|
6370|31 gauge, 0.1875 inch pen needle|69418|
6371|31 gauge, 0.25 inch pen needle|69419|
6373|31 gauge, 0.1875 inch pen needle|69428|
6374|Lancet|69429|
6375|29 gauge, 0.5 inch Pen Needle|69430|
6376|31 gauge, 0.3125 inch pen needle|69432|
6377|32 gauge, 0.15625 inch Pen Needle|69433|
6378|Lancet Device|69434|
6379|Lancet|69434|
6380|Lancet|69435|
6381|Lancet|69436|
6382|Compounding Base|69508|
6383|Compounding Base|69515|
6384|Sterile Water for Injection|69565|
6385|10ML Syringe|69565|
6386|Infusion Set|69565|
6387|Transfer Device|69565|
6388|Alcohol Pad or Swab|69565|
6389|Nit Comb|69663|
6390|Sodium Chloride 0.9%, for Injection|69675|
6391|Vial adapter|69675|
6392|Syringe Plunger Rod|69675|
6393|29 gauge, 0.5 inch Pen Needle|69718|
6394|29 gauge, 0.5 inch Pen Needle|69721|
6395|29 gauge, 0.5 inch Pen Needle|69722|
6396|Alcohol Pad or Swab|69729|
6397|Sodium Chloride 0.54%, for Injection|69729|
6398|30 gauge, needle with vial adapter|69729|
6399|Compounding Base|69738|
6400|Oral Syringe|69738|
6401|Oral Syringe Bottle Adapter|69738|
6402|Nasal strip, mechanical|69740|
6403|Nasal strip, mechanical|69742|
6404|Nasal strip, mechanical|69743|
6405|Nasal strip, mechanical|69745|
6406|Compounding Base|69747|
6407|Bandage (unspecified)|69750|
6408|Nasal strip, mechanical|69753|
6409|Nasal strip, mechanical|69754|
6410|Nasal strip, mechanical|69755|
6411|Nasal strip, mechanical|69756|
6412|Nasal strip, mechanical|69757|
6413|Nasal strip, mechanical|69758|
6414|Nasal strip, mechanical|69759|
6415|Nasal strip, mechanical|69760|
6416|Nasal strip, mechanical|69761|
6417|Nasal strip, mechanical|69762|
6418|Nasal strip, mechanical|69763|
6419|Nasal strip, mechanical|69764|
6420|32 gauge, 0.15625 inch Pen Needle|69779|
6421|32 gauge, 0.15625 inch Pen Needle|69782|
6422|32 gauge, 0.15625 inch Pen Needle|69783|
6423|Dry Mouth Gum|69817|
6424|Dry Mouth Gum|69818|
6425|Dry Mouth Solution|69822|
6426|Alcohol Pad or Swab|69829|
6427|Blood Pressure Monitor|69838|
6428|Pressure Cuff|69838|
6429|Blood Pressure Monitor|69839|
6430|Pressure Cuff|69839|
6431|Blood Pressure Monitor|69840|
6432|Pressure Cuff|69840|
6433|Dry Mouth Solution|69852|
6434|Dry Mouth Solution|69854|
6435|Dry Mouth Solution|69855|
6436|Dry Mouth Solution|69857|
6437|Dry Mouth Solution|69861|
6438|Dry Mouth Solution|69862|
6439|Dry Mouth Gel|69871|
6440|Dry Mouth Solution|69872|
6441|Sterile Water for Injection|69889|
6442|Transfer Spike|69889|
6443|Sterile Water for Injection|69890|
6444|Transfer Spike|69890|
6445|Sterile Water for Injection|69891|
6446|Transfer Spike|69891|
6447|Sterile Water for Injection|69892|
6448|Transfer Spike|69892|
6449|Alcohol Pad or Swab|69905|
6450|Topical Gel|69918|
6451|Cleansing Shampoo|69937|
6452|Topical Emollient Cream|69938|
6453|Topical Cream|69939|
6454|Glucose Meter Test Strips|69971|
6455|Glucose Meter Test Strips|69973|
6456|Glucose Meter Test Strips|69974|
6457|Glucose Meter Control Solution|69975|
6459|Vaginal Applicator|70107|
6461|Inhaler mouthpiece|70207|
6464|Glucose Meter, RF|70343|
6465|CGM RF transmitter|70343|
6466|CGM Sensor|70343|
6467|CGM RF transmitter|70344|
6468|Glucose Meter, RF|70344|
6469|CGM Sensor|70344|
6473|CGM RF transmitter|70346|
6474|Glucose Meter, RF|70346|
6475|CGM Sensor|70346|
6476|CGM RF transmitter|70347|
6477|CGM Sensor|70348|
6480|Blister Aerosolizer/Inhalation Unit|70445|
6481|Nit Comb|70460|
6482|Vaginal Applicator|70498|
6483|Vaginal Applicator|70499|
6484|Vaginal Applicator|70500|
6485|Heat Wrap|70502|
6486|Heat Wrap|70503|
6487|Vaginal Applicator|70504|
6488|Heat Wrap|70505|
6489|Heat Wrap|70506|
6490|Vaginal Applicator|70507|
6491|Cleansing Wipes|70507|
6496|Nit Comb|70531|
6497|Nit Comb|70559|
6498|Nit Comb|70562|
6499|Lice Killing Spray, Non-human application|70564|
6500|Nit Comb|70564|
6501|Pen Injector|70577|
6504|Topical Gel|70594|
6506|Topical Gel|70597|
6509|Lancet|70649|
6510|Mixing Jar|70692|
6511|Topical Applicator, Disposable|70696|
6512|Topical Applicator, Disposable|70697|
6513|Topical Applicator, Disposable|70698|
6514|32 gauge, 0.15625 inch Pen Needle|70704|
6515|Alcohol Pad or Swab|70731|
6516|Compounding Base|70744|
6517|Stirring Stick|70744|
6518|Mixing Jar|70744|
6519|Sterile Water for Injection|70754|
6521|Eye Wash Cup|70795|
6522|Alcohol Pad or Swab|70797|
6523|Sterile Water for Injection|70797|
6524|IV Transfer Set|70797|
6525|Compounding Base|70804|
6526|Stirring Stick|70804|
6527|Mixing Jar|70804|
6528|Compounding Base|70806|
6529|Stirring Stick|70806|
6530|Mixing Jar|70806|
6531|Applicator Cone, detachable|70853|
6532|Nit Comb|70866|
6533|Compounding Base|70886|
6534|Stirring Stick|70886|
6535|Mixing Jar|70886|
6536|Nit Comb|70912|
6541|Bottle Nipple|70995|
6542|Feeding Bottle Ring|70995|
6543|29 gauge, 0.5 inch Pen Needle|70998|
6544|31 gauge, 0.3125 inch pen needle|70999|
6545|32 gauge, 0.15625 inch Pen Needle|71000|
6546|31 gauge, 0.1875 inch pen needle|71001|
6547|31 gauge, 0.25 inch pen needle|71002|
6548|32 gauge, 0.15625 inch Pen Needle|71004|
6549|Bottle Nipple|71013|
6550|Feeding Bottle Ring|71013|
6552|CGM RF transmitter|71029|
6553|CGM Sensor|71029|
6554|Glucose Meter, RF|71029|
6555|Glucose Meter, RF|71031|
6556|CGM RF transmitter|71031|
6557|CGM Sensor|71031|
6561|Glucose Meter, RF|71034|
6562|CGM RF transmitter|71034|
6563|CGM Sensor|71034|
6564|Glucose Meter Test Strips|71042|
6565|Glucose Meter Control Solution, High|71043|
6566|Glucose Meter Control Solution, Low|71044|
6567|Compounding Base|71048|
6568|Lancet|71088|
6569|Lancet|71089|
6570|Lancet|71090|
6571|Lancet|71091|
6572|Compounding Base|71101|
6573|Blister Aerosolizer/Inhalation Unit|71114|
6574|Lice Killing Spray, Non-human application|71139|
6575|Nit Comb|71139|
6579|Vaginal Applicator|71164|
6580|Vaginal Applicator|71186|
6581|Compounding Base|71194|
6583|Tissue matrix|71306|
6584|Tissue matrix|71307|
6585|Vaginal Applicator|71311|
6586|Needle-Less Transfer Device|71369|
6587|Sterile Water for Injection|71369|
6588|Needle-Less Transfer Device|71370|
6589|Sterile Water for Injection|71370|
6590|Needle-Less Transfer Device|71371|
6591|Sterile Water for Injection|71371|
6592|Compounding Base|71379|
6593|Compounding Base|71380|
6594|Vial adapter|70754|
6595|Stirring Stick|71539|
6596|Compounding Base|71539|
6597|Mixing Jar|71539|
6598|31 gauge, 0.3125 inch pen needle|71610|
6599|32 gauge, 0.15625 inch Pen Needle|71611|
6600|31 gauge, 0.1875 inch pen needle|71612|
6601|Lancet Device|71614|
6602|Lancet|71615|
6603|Lancet|71616|
6604|Compounding Base|71621|
6605|Compounding Base|71625|
6606|Compounding Base|71627|
6607|Compounding Base|71628|
6608|Compounding Base|71629|
6609|Compounding Base|71648|
6611|Compounding Base|71709|
6612|Compounding Base|71702|
6613|Compounding Base|71711|
6616|Topical Solution|71767|
6617|Oral Syringe|71835|
6618|Oral Syringe Bottle Adapter|71835|
6619|Topical Emollient Cream|71860|
6620|Topical Solution|71863|
6621|Topical Lotion|71868|
6622|Compounding Base|71909|
6623|Glucose Meter|71921|
6624|Lancet Device|71921|
6625|Lancet|71921|
6626|Compounding Base|71922|
6627|Compounding Base|71923|
6628|Diluent|72085|
6629|Vial adapter|72085|
6630|Oral Syringe Bottle Adapter|72096|
6631|Oral Syringe|72096|
6635|Diluent|72222|
6636|Vial adapter|72222|
6637|Diluent|72223|
6638|Vial adapter|72223|
6639|Diluent|72224|
6640|Vial adapter|72224|
6641|Safety Needle|72233|
6642|Vial adapter|72233|
6643|Diluent|72233|
6644|Safety Needle|72239|
6645|Vial adapter|72239|
6646|Diluent|72239|
6647|Compounding Base|72243|
6648|Disposal Pouch|72249|
6649|Sealed Container|72249|
6650|Disposal Pouch|72250|
6651|Sealed Container|72250|
6652|Pressurized Oxygen Canister|72101|
6654|Naloxone Injection Trainer|72298|
6655|Skin Cleanser|36636|
6656|Moisturizer|36636|
6657|Skin Cleanser|64678|
6658|Moisturizer|64678|
6662|Skin Cleanser|36634|
6663|Moisturizer|36634|
6664|Skin Cleanser|64674|
6665|Moisturizer|64674|
6666|Compounding Flavor |72331|
6668|Skin Cleanser|36635|
6669|Moisturizer|36635|
6670|Skin Cleanser|64676|
6671|Moisturizer|64676|
6673|Skin Cleanser|36631|
6674|Moisturizer|36631|
6675|Skin Cleanser|64673|
6676|Moisturizer|64673|
6677|Compounding Flavor |72399|
6678|Skin Cleanser|72417|
6679|Blood Pressure Monitor|72446|
6680|Blood Pressure Monitor|72447|
6681|Pressure Cuff|72447|
6683|29 gauge, 0.5 inch Pen Needle|72456|
6684|31 gauge, 0.1875 inch pen needle|72457|
6685|31 gauge, 0.25 inch pen needle|72458|
6686|31 gauge, 0.3125 inch pen needle|72460|
6687|32 gauge, 0.25 inch pen needle|72461|
6688|32 gauge, 0.1875 inch pen needle|72462|
6689|32 gauge, 0.15625 inch Pen Needle|72463|
6690|32 gauge, 0.15625 inch Pen Needle|72464|
6691|Topical Cream|72465|
6692|Glucose Meter|72466|
6693|Lancet|72466|
6694|Lancet Device|72466|
6695|Glucose Meter Test Strips|72467|
6696|Glucose Meter Control Solution, High|72468|
6697|Glucose Meter Control Solution, Low|72468|
6698|Compounding Flavor |72479|
6699|Diluent|72487|
6700|Blister Aerosolizer/Inhalation Unit|72521|
6701|Lancet|72535|
6702|Adhesive Overlays|72536|
6703|Adhesive Overlays|72538|
6704|Adhesive Overlays|72539|
6705|Compounding Base|72564|
6706|Compounding Base|72566|
6707|Compounding Base|72567|
6708|Compounding Base|72568|
6709|Compounding Base|72570|
6710|Tissue matrix|72579|
6711|Tissue matrix|72580|
6712|Tissue matrix|72581|
6713|Tissue matrix|72582|
6714|Glucose Meter Test Strips|72583|
6715|Glucose Meter Test Strips|72584|
6716|Glucose Meter|72586|
6717|Lancet Device|72586|
6718|Lancet|72586|
6719|Glucose Meter|72591|
6722|Glucose Meter Control Solution|72586|
6723|Glucose Meter Test Strips|72592|
6724|Glucose Meter|72593|
6725|Lancet|72593|
6726|Glucose Meter Test Strips|72593|
6727|Lancet Device|72593|
6728|Glucose Meter Control Solution|72593|
6731|Protective Cap|72593|
6732|Glucose Meter Test Strips|72596|
6733|Glucose Meter|72597|
6737|Glucose Meter Test Strips|72598|
6738|Glucose Meter Test Strips|72600|
6739|Rectal Applicator|72603|
6740|Cleansing Wipes|72603|
6741|Compounding Base|72605|
6743|Nasal Drug Delivery Device|72645|
6744|Aerosol Delivery Tube|72716|
6745|29 gauge Needle|72336|
6746|29 gauge Needle|72719|
6747|Nasal Drug Delivery Device|72776|
6748|Diluent|72828|
6749|Diluent|72827|
6750|Oral Spoon, calibrated|72828|
6752|Sterile Water for Injection|72830|
6753|Vial adapter|72830|
6754|Oral Spoon, calibrated|72827|
6756|Glucose Meter Test Strips|72902|
6757|Blood Pressure Monitor|72951|
6758|Pressure Cuff|72951|
6759|Shaker Cup|72958|
6760|Oral Syringe|72958|
6761|31 gauge, 0.1875 inch pen needle|73004|
6762|Sterile Water for Injection|73086|
6763|Vial adapter|73086|
6764|Sterile Water for Injection|73087|
6765|Vial adapter|73087|
6766|Sterile Water for Injection|73088|
6767|Vial adapter|73088|
6768|Sterile Water for Injection|73090|
6769|Vial adapter|73090|
6770|Sterile Water for Injection|73091|
6771|Vial adapter|73091|
6772|Sterile Water for Injection|73092|
6773|Vial adapter|73092|
6774|Insulin Inhalation Chamber Release Unit|73093|
6775|Sterile Water for Injection|73106|
6776|Compounding Base|73107|
6780|Glucose Meter Test Strips|73161|
6782|25 gauge, 1 inch needle|73171|
6783|21 gauge, 1.5 inch needle|73171|
6785|Compounding Base|73173|
6786|Glucose Meter Control Solution|73180|
6787|Glucose Meter Control Solution|73181|
6788|Glass dropper|73179|
6789|Needle (unspecified size)|73193|
6791|Applicator Cone, detachable|73200|
6792|Glucose Meter Control Solution|73204|
6793|Nit Comb|73210|
6797|Cleansing Wipes|73241|
6798|Rectal Applicator|73241|
6799|Topical Powder|73248|
6802|32 gauge, 0.15625 inch Pen Needle|73328|
6804|Glucose Meter Test Strips|73408|
6805|Compounding Base|73440|
6806|Topical Cream|73463|
6807|Compounding Base|73467|
6808|Stirring Stick|73467|
6810|Compounding Base|73490|
6811|Ear Syringe|73492|
6812|Compounding Base|73494|
6813|Stirring Stick|73494|
6814|Inhaler mouthpiece|73526|
6815|Inhaler mouthpiece|73532|
6816|Compounding Base|73547|
6817|Topical Gel|73585|
6818|Sterile Water for Injection|73591|
6819|Infusion Set|73591|
6820|Sterile Water for Injection|73610|
6821|Infusion Set|73610|
6822|Sterile Water for Injection|73615|
6823|Infusion Set|73615|
6824|Sterile Water for Injection|73618|
6825|Infusion Set|73618|
6826|Sterile Water for Injection|73620|
6827|Sterile Water for Injection|73621|
6828|Sterile Water for Injection|73622|
6829|Glucose Meter Control Solution|73629|
6830|Topical Gel|73592|
6831|Glucose Meter Control Solution|73633|
6832|Glucose Meter Control Solution|73635|
6833|Glucose Meter Test Strips|73637|
